message_id,references_found,references_not_found,amounts,dates
MSG023915,LA012141,,,
MSG023922,LA024173,,,
MSG023924,LA008816,,,
MSG023926,,,487000.0,
MSG023930,,,181000.0,
MSG023931,,,649000.0,
MSG023937,LA003039,,,
MSG023939,,LA905430,364000.0,
MSG023942,LA016745,,,
MSG023945,,,216000.0,
MSG023946,,,45000.0,
MSG023947,,,700000.0,
MSG023948,,,485000.0,
MSG023949,,LA945046,,
MSG023951,,,169000.0,
MSG023956,,,84000.0,
MSG023957,,,5000.0,
MSG023958,,,,2026-06-07
MSG023960,,,,2026-07-02
MSG023963,LA027395,,,
MSG023967,LA015757,,,
MSG023968,LA006769,,,
MSG023974,LA001519,,,
MSG023975,LA031151,,,
MSG023976,LA025124,,,2026-10-08
MSG023978,LA005157,,,
MSG023980,LA002447,,,
MSG023986,,,142000.0,
MSG023999,LA004273,,,
MSG024001,,,67000.0,
MSG024004,,,,2026-12-20
MSG024005,,,,2025-09-13
MSG024007,,,754000.0,
MSG024009,,,706000.0,
MSG024010,,,137000.0,
MSG024011,,,897000.0,
MSG024013,,,471000.0,
MSG024014,LA012440,,,
MSG024018,LA026802,,,
MSG024019,,,841000.0,
MSG024020,LA005298,,,
MSG024023,,,100000.0,
MSG024028,LA027025,,,
MSG024030,LA000062,,,2025-09-27
MSG024031,LA024405,,,
MSG024034,LA009346,,402000.0,
MSG024050,LA031694,,,
MSG024056,,,734000.0,
MSG024059,,,166000.0,
MSG024060,LA015716,,308000.0,
MSG024061,,,218000.0,
MSG024064,,,260000.0,
MSG024065,,,377000.0,
MSG024067,,,666000.0,
MSG024068,LA008959,,,
MSG024072,LA008047,,,
MSG024074,,,564000.0,
MSG024075,,,,2025-01-28
MSG024080,,,281000.0,
MSG024083,,,857000.0,
MSG024087,,,312000.0,
MSG024088,,,71000.0,
MSG024090,,,198000.0,
MSG024091,,,,2026-12-27
MSG024092,,,879000.0,
MSG024097,,,871000.0,
MSG024098,,,,2025-11-12
MSG024101,,,193000.0,
MSG024103,LA027284,,,2026-09-10
MSG024104,,LA970442,,2026-12-23
MSG024108,LA013316,,,
MSG024111,,LA972041,,
MSG024115,,,,2025-05-28
MSG024118,LA011635,,,
MSG024120,LA024302,,,
MSG024121,LA017751,,,
MSG024122,LA021930,,,
MSG024127,,,,2025-03-06
MSG024128,,LA945328,,
MSG024129,LA014719,,,
MSG024135,,LA936996,338000.0,
MSG024136,,,332000.0,
MSG024137,,,71000.0,2025-11-18
MSG024139,,,385000.0,2025-02-07
MSG024142,,,,2025-11-09
MSG024143,,,377000.0,
MSG024145,LA002118,,,
MSG024146,,LA983835,,
MSG024149,,,891000.0,
MSG024163,,,,2025-03-02
MSG024164,,,,2025-03-05
MSG024167,,,626000.0,
MSG024171,,LA918473,,
MSG024172,,,,2026-02-15
MSG024174,,,641000.0,
MSG024179,LA000190,,,
MSG024185,LA001295,,,
MSG024187,,LA018977,,
MSG024190,LA016974,,,
MSG024191,,LA907462,,
MSG024194,,,754000.0,
MSG024196,LA024694,,,
MSG024197,,,,2026-11-08
MSG024199,LA029521,,,
MSG024202,,,438000.0,2026-10-02
MSG024206,LA005783,,,
MSG024211,,,753000.0,
MSG024213,LA031588,,,
MSG024214,,,830000.0,
MSG024223,,LA915684,,
MSG024229,,,139000.0,
MSG024231,,,93000.0,
MSG024233,,,143000.0,2026-04-04
MSG024234,,,781000.0,
MSG024238,LA030742,,,
MSG024239,,,292000.0,
MSG024241,,,,2025-01-09
MSG024244,,,,2025-08-26
MSG024245,,,376000.0,
MSG024246,,LA980106,,
MSG024247,,,,2025-12-30
MSG024250,,,696000.0,
MSG024251,,LA946989,,
MSG024252,,,315000.0,
MSG024255,,,75000.0,
MSG024258,,,,2025-03-21
MSG024259,,,,2026-12-24
MSG024261,LA020346,,,
MSG024264,,,502000.0,
MSG024267,,,86000.0,
MSG024271,,,589000.0,
MSG024272,,,,2025-08-01
MSG024274,LA017521,,,
MSG024275,,LA005852,,
MSG024282,LA005907,,,
MSG024284,LA000624,,,
MSG024287,,,,2025-12-31
MSG024289,,LA903733,,2026-02-22
MSG024290,LA021339,,,
MSG024291,,LA916877,,
MSG024292,,LA902806,,
MSG024296,,LA981441,,
MSG024300,LA014307,,,
MSG024301,LA006357,,,
MSG024303,LA004426,,,
MSG024307,,,,2025-04-12
MSG024309,LA002103,,,
MSG024311,LA021178,,,
MSG024317,,,809000.0,
MSG024323,,,,2026-06-11
MSG024325,LA022641,,,
MSG024326,,,486000.0,
MSG024328,,,883000.0,
MSG024329,LA020868,,,
MSG024334,,,592000.0,2025-09-18
MSG024335,,,618000.0,
MSG024336,LA003665,,,
MSG024338,,,295000.0,
MSG024341,,,841000.0,
MSG024343,,,474000.0,2025-09-12
MSG024345,LA001367,,,
MSG024351,,,117000.0,
MSG024356,LA003516,,,
MSG024357,LA024826,,,
MSG024360,,LA946131,,
MSG024361,,,,2025-10-20
MSG024366,,,,2026-06-15
MSG024371,LA024447,,,
MSG024375,,LA906806,,
MSG024377,,LA922128,,
MSG024379,LA009750,,,
MSG024386,,,,2025-04-20
MSG024391,LA001825,,,
MSG024396,,,649000.0,
MSG024397,LA010574,,,
MSG024404,,,346000.0,
MSG024405,,,317000.0,2025-01-21
MSG024408,,,,2025-03-16
MSG024410,LA026733,,,2026-04-15
MSG024411,,,,2026-12-20
MSG024413,,,,2026-08-28
MSG024416,,,439000.0,
MSG024417,LA004748,,,
MSG024419,,,472000.0,
MSG024420,LA026290,,,
MSG024421,,,,2026-04-30
MSG024430,,,507000.0,
MSG024432,,,78000.0,
MSG024436,,,208000.0,
MSG024443,,LA961644,,
MSG024445,,,730000.0,
MSG024447,,LA959371,,
MSG024449,,,808000.0,
MSG024454,,,29000.0,
MSG024455,,,812000.0,
MSG024457,,LA981927,,
MSG024458,LA015310,,,
MSG024460,,,317000.0,2025-10-19
MSG024462,,,,2025-02-15
MSG024463,LA004679,,,
MSG024465,,LA902581,,
MSG024467,LA030818,,,
MSG024468,LA017132,,,
MSG024474,LA022185,,,
MSG024477,,,,2026-10-23
MSG024483,,,704000.0,
MSG024487,,,440000.0,2025-03-26
MSG024488,,,,2025-07-19
MSG024490,LA003199,,,
MSG024494,,,,2025-09-05
MSG024496,LA012278,,,
MSG024498,,,,2025-02-11
MSG024500,LA020899,,,
MSG024501,,,146000.0,
MSG024504,LA021320,,,
MSG024505,LA002084,,,
MSG024507,LA019966,,,
MSG024510,LA031168,,,
MSG024512,,,707000.0,
MSG024516,,,301000.0,
MSG024521,LA025974,,,
MSG024523,,LA906939,,
MSG024524,LA006885,,,
MSG024526,LA030113,,,
MSG024529,,,,2025-08-19
MSG024530,,LA903538,,
MSG024534,,,253000.0,2025-11-21
MSG024535,,,,2026-12-24
MSG024536,LA022561,,,
MSG024543,,,221000.0,
MSG024545,,LA939406,,
MSG024551,,,107000.0,
MSG024554,,,682000.0,
MSG024556,,,140000.0,2026-07-08
MSG024557,,,37000.0,
MSG024561,LA001880,,,
MSG024563,,,848000.0,
MSG024567,,,68000.0,
MSG024570,,,,2026-05-04
MSG024571,LA004245,,,
MSG024572,,,832000.0,
MSG024579,,,270000.0,
MSG024581,,,54000.0,
MSG024584,,LA030401,49000.0,
MSG024585,LA006947,,,
MSG024586,,,,2025-07-22
MSG024589,,,694000.0,
MSG024591,,,48000.0,
MSG024593,,LA972714,897000.0,
MSG024597,,,271000.0,
MSG024600,,LA966299,,
MSG024604,,,808000.0,
MSG024607,,,,2026-01-08
MSG024609,,LA921016,,
MSG024616,,,244000.0,
MSG024620,,LA965723,,
MSG024625,,,762000.0,
MSG024630,,,,2026-10-27
MSG024633,LA003203,,,
MSG024634,,LA965641,,
MSG024635,,,636000.0,
MSG024645,,,235000.0,
MSG024649,,,828000.0,
MSG024653,,,419000.0,
MSG024658,,,,2026-10-31
MSG024664,,,,2025-11-08
MSG024668,LA014899,,,
MSG024670,,LA919138,,
MSG024672,,,369000.0,
MSG024674,,,631000.0,
MSG024675,,,878000.0,
MSG024677,,,571000.0,
MSG024678,LA017368,,,
MSG024679,,,896000.0,
MSG024688,LA018930,,,
MSG024690,,,,2026-04-15
MSG024695,,LA974991,,
MSG024698,,,507000.0,
MSG024704,,,,2025-02-24
MSG024705,,LA942228,,
MSG024707,,LA021763,,
MSG024708,,,886000.0,
MSG024710,,,,2025-07-25
MSG024712,,,,2026-09-27
MSG024714,,,375000.0,2026-03-14
MSG024716,,,195000.0,
MSG024718,,,171000.0,
MSG024720,,,869000.0,
MSG024722,LA032964,,,
MSG024735,LA025076,,756000.0,
MSG024736,,LA905933,,
MSG024737,,,790000.0,
MSG024738,,,,2026-04-21
MSG024739,LA000862,,,
MSG024740,LA002927,,,
MSG024741,LA000011,,,
MSG024743,,,,2025-09-15
MSG024744,,,374000.0,
MSG024746,,,,2025-12-09
MSG024748,,,471000.0,
MSG024753,LA013058,,,
MSG024756,LA011578,,,
MSG024758,,,835000.0,
MSG024760,LA030807,,,
MSG024761,,,802000.0,
MSG024762,,,,2025-10-02
MSG024763,,,25000.0,
MSG024766,,,,2025-03-27
MSG024768,,LA939057,,
MSG024770,,,,2026-06-27
MSG024774,,,366000.0,
MSG024776,,LA976974,,
MSG024782,,,487000.0,
MSG024785,,LA969620,,2026-08-16
MSG024787,LA012100,,,2026-04-17
MSG024788,,,377000.0,
MSG024789,,,836000.0,
MSG024793,,,835000.0,
MSG024796,,,799000.0,
MSG024797,,,506000.0,
MSG024799,,,301000.0,
MSG024800,,,518000.0,
MSG024801,,,627000.0,
MSG024805,,,,2026-08-29
MSG024807,LA001021,,,
MSG024811,,LA926841,,
MSG024813,,LA975689,,
MSG024821,,,759000.0,
MSG024822,,,444000.0,
MSG024823,LA029167,,,
MSG024825,,,,2026-10-03
MSG024827,LA008619,,,
MSG024828,,,,2026-09-17
MSG024829,,,249000.0,
MSG024830,,LA938954,,
MSG024831,,,804000.0,
MSG024839,LA030113,,,
MSG024840,,,805000.0,
MSG024841,,,,2025-02-07
MSG024842,,,863000.0,
MSG024843,,LA946023,,
MSG024846,,,438000.0,
MSG024848,,,736000.0,
MSG024850,LA025579,,,
MSG024852,,,564000.0,
MSG024853,,,463000.0,
MSG024854,LA029058,,,2026-02-16
MSG024858,,,,2026-01-12
MSG024859,,,102000.0,
MSG024862,LA027058,,,
MSG024864,,,265000.0,
MSG024865,,,,2025-02-13
MSG024868,,,,2026-11-24
MSG024873,,,,2025-06-17
MSG024877,,,738000.0,
MSG024878,,,,2025-04-24
MSG024883,LA004741,,,
MSG024886,,LA908663,,
MSG024887,LA020685,,512000.0,
MSG024888,,,114000.0,
MSG024890,,,682000.0,
MSG024892,,,52000.0,
MSG024893,LA013617,,,2026-07-14
MSG024896,,LA999705,,
MSG024898,,,,2025-02-23
MSG024900,,,328000.0,
MSG024903,,LA983862,,
MSG024905,,,,2025-04-26
MSG024912,,LA919492,,
MSG024914,LA020772,,,
MSG024916,,LA956072,,
MSG024921,,,217000.0,
MSG024922,LA024641,,,
MSG024928,LA016553,,,
MSG024929,,,813000.0,
MSG024930,LA010337,,,
MSG024936,,,,2026-12-09
MSG024937,,,173000.0,
MSG024944,LA030237,,348000.0,
MSG024945,,LA978035,,
MSG024946,,,344000.0,
MSG024951,LA021909,,,
MSG024954,,,71000.0,
MSG024956,,,602000.0,
MSG024961,,LA029223,,
MSG024962,,,893000.0,
MSG024963,,LA950466,,
MSG024965,,LA007861,,
MSG024966,,,701000.0,
MSG024972,LA027663,,,
MSG024976,,LA921079,,
MSG024978,,LA996854,,
MSG024979,,LA926880,,
MSG024981,,,671000.0,
MSG024983,,,532000.0,
MSG024984,,LA933450,,
MSG024985,,,721000.0,
MSG024987,,,699000.0,2026-04-28
MSG024991,,,,2026-01-27
MSG024992,,LA937162,,
MSG024995,,,,2025-06-21
MSG024996,,,338000.0,2026-01-17
MSG025002,,LA989077,,
MSG025003,LA010694,,,
MSG025004,,,229000.0,
MSG025005,LA015217,,,
MSG025009,,,559000.0,
MSG025010,,,425000.0,
MSG025011,,,394000.0,
MSG025013,LA028397,,,
MSG025017,,,641000.0,
MSG025019,,,432000.0,2025-09-05
MSG025023,,LA950000,,
MSG025024,LA011723,,,
MSG025027,,,,2025-02-16
MSG025028,,,773000.0,
MSG025036,,,120000.0,
MSG025039,,LA971968,,
MSG025041,LA008300,,,
MSG025042,,,495.0,
MSG025048,,,845000.0,
MSG025049,LA030212,,,
MSG025051,LA031820,,,2025-06-20
MSG025055,,,,2026-12-05
MSG025056,,,,2025-08-18
MSG025061,,,815000.0,
MSG025067,LA010287,,,
MSG025068,,,1766000.0,
MSG025069,,,756000.0,
MSG025071,,,,2026-01-25
MSG025075,LA010129,,,
MSG025077,LA007548,,,
MSG025079,,LA990120,,
MSG025084,,,338000.0,
MSG025089,,,60000.0,
MSG025091,LA000783,,161000.0,2026-10-19
MSG025092,,,580000.0,
MSG025093,,,,2025-12-31
MSG025094,LA018263,,,
MSG025096,LA008443,,,
MSG025097,LA028022,,,
MSG025105,,,81000.0,
MSG025106,,,626000.0,
MSG025107,,,677000.0,
MSG025109,LA005669,,,
MSG025110,,LA992851,,
MSG025115,,,278000.0,2026-09-11
MSG025117,,,568000.0,
MSG025121,,LA985642,,
MSG025123,,,254000.0,2026-06-26
MSG025128,,,722000.0,
MSG025130,,,755000.0,
MSG025131,,,,2026-01-26
MSG025134,,,633000.0,
MSG025137,LA020988,,,
MSG025147,LA016749,,,
MSG025154,,,50000.0,
MSG025156,LA020215,,,
MSG025159,LA003730,,,
MSG025161,,LA990779,,
MSG025162,,,,2026-03-26
MSG025164,,,,2025-05-08
MSG025167,LA015413,,,
MSG025171,,LA994821,,
MSG025172,LA020681,,,
MSG025178,,,345000.0,
MSG025179,,,,2025-06-21
MSG025182,,,785000.0,
MSG025183,LA011268,,,
MSG025186,,,243000.0,2025-09-07
MSG025187,LA028876,,,
MSG025188,,,887000.0,
MSG025190,,,451000.0,
MSG025194,LA017494,,,
MSG025195,,,793000.0,2025-10-18
MSG025196,,,809000.0,
MSG025198,,,,2026-04-26
MSG025201,,,764000.0,
MSG025202,,LA999101,,
MSG025204,,,680000.0,
MSG025207,,,,2026-08-06
MSG025209,,,342000.0,
MSG025212,,,313000.0,
MSG025221,LA011977,,,
MSG025223,,LA964308,,
MSG025227,,,534000.0,2026-03-08
MSG025228,,LA913167,,
MSG025231,,,,2026-08-27
MSG025233,,,729000.0,
MSG025235,LA001027,,,2026-12-18
MSG025240,,,590000.0,
MSG025241,,,,2025-08-10
MSG025242,,,143000.0,
MSG025243,,,72000.0,
MSG025247,,,553000.0,2025-02-28
MSG025248,,,628000.0,
MSG025250,,,274000.0,
MSG025252,,,160000.0,
MSG025253,LA005581,,,
MSG025256,,,305000.0,
MSG025258,LA015740,,,
MSG025259,LA013215,,,
MSG025267,,,,2025-04-02
MSG025270,,LA911331,,
MSG025271,,,679000.0,
MSG025276,,,602000.0,
MSG025277,,,93000.0,
MSG025279,,,266000.0,
MSG025282,,,,2025-06-12
MSG025283,LA028764,,,2025-02-08
MSG025292,,,,2026-09-24
MSG025293,,,,2025-01-29
MSG025296,,,380000.0,
MSG025297,,LA979600,,2025-08-27
MSG025301,LA025958,,,
MSG025302,,LA005268,,
MSG025305,,,508000.0,
MSG025307,,LA931613,,
MSG025311,LA019540,,,
MSG025312,,,580000.0,
MSG025313,,LA980448,,
MSG025317,LA015014,,,2025-01-28
MSG025318,,,105000.0,
MSG025321,,,382000.0,
MSG025328,,LA993472,,
MSG025338,,,,2025-08-28
MSG025341,,LA964436,,
MSG025342,,LA976429,,
MSG025344,,,501000.0,
MSG025347,LA003347,,,2026-01-16
MSG025350,,LA927885,,
MSG025354,,,,2025-11-15
MSG025356,,,,2025-10-26
MSG025358,,,,2026-02-17
MSG025362,,,601000.0,
MSG025369,,,700000.0,2026-01-27
MSG025370,,,302000.0,
MSG025373,,,187000.0,
MSG025376,LA022001,,,
MSG025378,,,282000.0,
MSG025385,,,315000.0,
MSG025388,,,,2025-03-23
MSG025389,,,363000.0,
MSG025390,,LA943453,,
MSG025396,,,139000.0,
MSG025401,,,,2025-10-09
MSG025403,LA017744,,,
MSG025404,,,543000.0,
MSG025405,,,,2026-09-24
MSG025409,,,270000.0,
MSG025415,,,85000.0,
MSG025416,LA002892,,,
MSG025418,LA015464,,,2025-05-27
MSG025421,,,806000.0,
MSG025423,LA024173,,,
MSG025427,,,105000.0,
MSG025433,,,,2025-04-29
MSG025438,LA010816,,,
MSG025446,,LA996513,,
MSG025450,,,139000.0,
MSG025451,LA011794,,,
MSG025454,,,,2025-05-27
MSG025457,,LA981684,,
MSG025458,LA003647,,,
MSG025459,,LA920442,,
MSG025460,,LA993631,,
MSG025464,,,,2026-12-22
MSG025467,LA006773,,,
MSG025476,,,,2026-02-13
MSG025477,,LA949957,,2026-12-27
MSG025479,,,,2025-07-23
MSG025480,,LA984385,,
MSG025483,,,,2025-09-22
MSG025485,,,158000.0,
MSG025489,,,,2025-12-12
MSG025491,,,458000.0,
MSG025493,,LA952148,,
MSG025495,LA032383,,,
MSG025497,LA020507,,,
MSG025499,,LA960388,,
MSG025503,,,514000.0,
MSG025504,,,23000.0,
MSG025507,LA005833,,,
MSG025511,,,548000.0,
MSG025525,,,714000.0,
MSG025526,,,484000.0,
MSG025528,,,864000.0,
MSG025529,,,214000.0,
MSG025530,,,422000.0,
MSG025539,,LA916182,,
MSG025541,LA015944,,,
MSG025543,,,816000.0,
MSG025545,,,388000.0,
MSG025550,,,,2025-12-16
MSG025553,,,,2025-01-01
MSG025554,,LA933866,,
MSG025558,,,,2025-10-06
MSG025560,,,244000.0,
MSG025566,,,374000.0,
MSG025568,LA006384,,,
MSG025572,LA014626,,,
MSG025573,,LA972252,,2025-02-03
MSG025581,,LA984238,,
MSG025584,,,221000.0,
MSG025588,,LA908886,,
MSG025589,,LA907686,,
MSG025592,,,296000.0,
MSG025594,LA004822,,,2025-10-05
MSG025595,,,834000.0,
MSG025599,,,364000.0,
MSG025603,,,,2026-10-26
MSG025607,,,,2026-05-19
MSG025611,LA020439,,,
MSG025614,LA018832,,,
MSG025618,LA020928,,,
MSG025619,LA014655,,,
MSG025622,,LA969309,,
MSG025624,,,429000.0,
MSG025626,LA009463,,,
MSG025628,,,507000.0,
MSG025632,,,295000.0,
MSG025633,,,,2026-07-28
MSG025638,LA008268,,,
MSG025639,,,645000.0,
MSG025642,,,,2025-03-16
MSG025647,,,,2026-06-06
MSG025649,,,38000.0,2026-10-06
MSG025650,LA007134,,,
MSG025651,LA014186,,,
MSG025652,,,450000.0,
MSG025654,,,858000.0,
MSG025659,,,205000.0,
MSG025671,,,719000.0,
MSG025673,,,818000.0,
MSG025675,,,662000.0,
MSG025676,LA014915,,,
MSG025678,,,430000.0,
MSG025679,LA022248,,,
MSG025686,,,,2025-10-31
MSG025688,LA001735,,,
MSG025692,LA009324,,,2026-04-24
MSG025693,,LA944709,,2025-07-18
MSG025696,,,,2026-12-24
MSG025701,LA028137,,,
MSG025702,LA030201,,,
MSG025705,,,,2026-12-06
MSG025710,,,419000.0,
MSG025711,LA030717,,,
MSG025712,,,429000.0,
MSG025717,LA010131,,,
MSG025718,,,154000.0,
MSG025719,LA004538,,,
MSG025726,,,210000.0,
MSG025727,,,,2025-03-24
MSG025742,,LA984860,,
MSG025743,,,,2026-01-31
MSG025744,,,587000.0,2025-01-02
MSG025754,,,656000.0,2025-01-03
MSG025756,,,408000.0,
MSG025758,,,,2025-04-24
MSG025759,,,436000.0,2025-03-11
MSG025760,,,560000.0,
MSG025764,LA006568,,,
MSG025769,LA004362,,,
MSG025770,,,349000.0,2026-10-21
MSG025773,LA031499,,,
MSG025774,,,,2025-03-07
MSG025777,,,704000.0,
MSG025778,,,687000.0,2026-11-01
MSG025782,,LA906821,,
MSG025783,,,,2025-09-16
MSG025784,,,137000.0,
MSG025785,,,,2026-12-02
MSG025793,,,718000.0,
MSG025797,,,,2025-07-11
MSG025799,LA029150,,,
MSG025803,,,171000.0,
MSG025804,LA026759,,,
MSG025805,,LA934939,,
MSG025807,,,,2026-01-04
MSG025811,LA024111,,,2026-11-29
MSG025812,,,667000.0,
MSG025814,,,645000.0,
MSG025816,LA011341,,,
MSG025818,,,,2026-12-15
MSG025823,LA015711,,,
MSG025827,,,386000.0,
MSG025830,LA027771,,,
MSG025836,,LA903544,,
MSG025845,,,,2026-11-17
MSG025847,LA026884,,,
MSG025852,LA017147,,,
MSG025853,,,,2026-04-03
MSG025855,,,289000.0,
MSG025856,LA027641,,,
MSG025858,,,87000.0,
MSG025859,LA011457,,,2025-12-11
MSG025861,,,565000.0,
MSG025862,,LA970941,,
MSG025864,,,549000.0,
MSG025866,,,746000.0,
MSG025867,,,870000.0,
MSG025871,,,,2026-11-15
MSG025872,,,511000.0,
MSG025878,,,212000.0,
MSG025880,LA013662,,,
MSG025887,,LA985784,,
MSG025889,,,403000.0,
MSG025894,,,,2025-04-30
MSG025895,,,688000.0,
MSG025897,LA027707,,78000.0,
MSG025898,,,596000.0,
MSG025902,,,141000.0,
MSG025903,,,263000.0,
MSG025904,,,,2025-01-14
MSG025921,,,557000.0,
MSG025925,LA012437,,,
MSG025926,LA024846,,,
MSG025930,,,,2026-12-19
MSG025932,,,692000.0,
MSG025935,,,321000.0,
MSG025936,,LA915677,,
MSG025937,LA014977,,,
MSG025938,,,617000.0,
MSG025940,LA009853,,,
MSG025943,,,,2026-09-02
MSG025947,,LA932396,,
MSG025948,LA007253,,,
MSG025949,LA020045,,,
MSG025951,LA015841,,,
MSG025954,,,,2025-12-19
MSG025955,,,336000.0,
MSG025958,,,245000.0,
MSG025961,,LA984594,,
MSG025962,,,36000.0,
MSG025964,LA012203,,,
MSG025966,,,198000.0,
MSG025975,,,120000.0,
MSG025976,,,756000.0,
MSG025977,LA024552,,,
MSG025978,,,702000.0,
MSG025993,,,,2025-02-04
MSG025995,,,162000.0,
MSG025998,LA000035,,172000.0,
MSG026002,,,289000.0,
MSG026004,LA003051,,,2026-10-01
MSG026005,,,14000.0,
MSG026009,,,146000.0,
MSG026011,,,760000.0,2026-08-25
MSG026012,,,,2025-06-21
MSG026018,,,357000.0,
MSG026022,LA031736,,,
MSG026023,LA021920,,,
MSG026025,,,432000.0,2025-09-23
MSG026026,LA018157,,,
MSG026027,,,109000.0,
MSG026040,,,,2026-12-02
MSG026042,,,,2025-02-08
MSG026045,LA000491,,405000.0,
MSG026046,,LA904143,,
MSG026051,,,,2026-11-01
MSG026058,LA019774,,379000.0,
MSG026062,LA014362,,,
MSG026063,,LA995202,,2025-08-29
MSG026072,,,,2026-11-23
MSG026076,,LA988698,,
MSG026079,,,148000.0,
MSG026080,LA019820,,,
MSG026081,LA001355,,,
MSG026084,LA018189,,,
MSG026090,LA019092,,,
MSG026091,LA009593,,,
MSG026098,,,603000.0,
MSG026100,,,495000.0,
MSG026101,LA001803,,,2026-02-04
MSG026103,,,47000.0,
MSG026107,LA032062,,,
MSG026108,,,72000.0,
MSG026111,LA023438,,,
MSG026116,,,592000.0,
MSG026117,,,709000.0,
MSG026118,,LA020539,,
MSG026124,,,776000.0,
MSG026127,LA025333,,,
MSG026128,,,16000.0,
MSG026129,,,152000.0,
MSG026131,,,,2026-09-04
MSG026136,,,,2025-07-20
MSG026137,,,,2026-03-02
MSG026138,LA022164,,,
MSG026139,,,775000.0,
MSG026141,,LA915269,,
MSG026143,,,,2026-11-01
MSG026147,,LA913892,,
MSG026148,LA004444,,,
MSG026151,LA015026,,,
MSG026155,LA029327,,,
MSG026156,,,164000.0,
MSG026157,,,,2025-10-05
MSG026160,LA009522,,,
MSG026164,,,220000.0,
MSG026168,,,269000.0,
MSG026170,,LA969185,,
MSG026176,LA032083,,,
MSG026180,,,,2025-07-04
MSG026181,LA002129,,,
MSG026182,,,490000.0,
MSG026186,,,250000.0,2026-01-09
MSG026188,,LA010934,,2025-07-28
MSG026190,LA011574,,,
MSG026192,LA020394,,,
MSG026196,LA005834,,,
MSG026201,,LA901009,,
MSG026202,,,610000.0,
MSG026204,,,730000.0,
MSG026205,LA007597,,,
MSG026206,,,143000.0,
MSG026208,LA021871,,,
MSG026212,LA009420,,,
MSG026213,LA029007,,,
MSG026216,,,269000.0,
MSG026217,,,629000.0,
MSG026218,,,108000.0,
MSG026220,LA028721,,,
MSG026221,LA010013,,,
MSG026222,,,187000.0,
MSG026226,,LA950582,,
MSG026228,,,,2025-04-26
MSG026229,,,275000.0,
MSG026231,,,15000.0,
MSG026235,LA018496,,,
MSG026238,,,338000.0,
MSG026240,LA011005,,,
MSG026242,,,,2025-09-29
MSG026244,,,,2025-09-08
MSG026245,,,,2025-09-22
MSG026246,LA011396,,,
MSG026247,,,842000.0,
MSG026251,LA022146,,,
MSG026256,LA009695,,,
MSG026258,,,,2026-12-03
MSG026261,,,770000.0,2025-03-20
MSG026264,,LA906591,,
MSG026266,,,111000.0,
MSG026267,,,596000.0,
MSG026270,LA004945,,,
MSG026273,LA008581,,,
MSG026282,LA030670,,,
MSG026283,,,,2026-06-16
MSG026292,LA008588,,,
MSG026295,LA012022,,,
MSG026310,,,,2026-01-18
MSG026312,LA020773,,,
MSG026314,,,833000.0,
MSG026316,,,121000.0,
MSG026317,,,176000.0,
MSG026321,LA003349,,,
MSG026324,,,622000.0,
MSG026326,LA008889,,,
MSG026331,,,113000.0,
MSG026332,,,302000.0,
MSG026334,,LA953149,,
MSG026341,,,336000.0,
MSG026342,,LA935019,,
MSG026344,,,861000.0,
MSG026346,,LA970648,,
MSG026350,,LA988069,,
MSG026352,,LA948873,,
MSG026357,,,339000.0,
MSG026358,,,580000.0,
MSG026359,,LA964176,,
MSG026361,,,590000.0,
MSG026362,,LA960032,,
MSG026369,,LA998491,,
MSG026372,,,74000.0,
MSG026373,,,255000.0,
MSG026374,,,192000.0,
MSG026377,,LA923089,,
MSG026378,,,451000.0,
MSG026379,,,517000.0,
MSG026384,,LA923893,,2025-02-02
MSG026389,LA005787,,,
MSG026391,,,,2026-05-29
MSG026394,LA030500,,,
MSG026397,,,,2026-12-27
MSG026398,,,667000.0,
MSG026401,,,,2025-03-19
MSG026403,LA030780,,,
MSG026405,,LA937850,265000.0,
MSG026406,,,,2026-09-16
MSG026409,,,202000.0,
MSG026415,,,,2025-03-05
MSG026417,LA024963,,,
MSG026420,,,,2025-01-04
MSG026422,,,,2025-03-16
MSG026424,,LA973668,,
MSG026427,,,629000.0,
MSG026430,,,828000.0,
MSG026431,,,,2025-07-13
MSG026432,,,15000.0,
MSG026434,,LA986523,,
MSG026435,,LA927807,,
MSG026439,,,664000.0,2025-06-20
MSG026441,,,678000.0,
MSG026442,,,823000.0,
MSG026448,,,,2026-08-23
MSG026450,,,898000.0,
MSG026454,,,794000.0,2025-10-11
MSG026455,LA008188,,,
MSG026456,,LA910990,,
MSG026457,,,,2026-10-12
MSG026458,,,,2026-11-09
MSG026461,,,376000.0,
MSG026462,,LA960864,,2025-07-30
MSG026463,,,551000.0,
MSG026467,,,,2026-02-28
MSG026476,,LA959756,,
MSG026478,,LA937476,,2025-11-13
MSG026480,,,103000.0,
MSG026481,,,,2026-11-27
MSG026483,LA020361,,,2025-05-20
MSG026490,,,300000.0,
MSG026494,,,678000.0,
MSG026495,,,631000.0,2026-12-09
MSG026496,,,276000.0,
MSG026501,LA021877,,,
MSG026502,,,,2025-05-02
MSG026503,,,253000.0,
MSG026505,LA028693,,,
MSG026511,,LA918428,,
MSG026513,LA005178,,,
MSG026515,,,,2025-04-11
MSG026523,,,,2025-07-18
MSG026530,,,459000.0,
MSG026536,,LA984986,,2025-06-25
MSG026540,,,699000.0,
MSG026542,,,743000.0,
MSG026544,,,337000.0,
MSG026548,,LA984653,,
MSG026549,,,,2025-08-24
MSG026554,LA024321,,,
