application_id,default_probability,loan_amount_inr,monthly_installment_inr,installment_to_income,credit_band,decision
LP003376,0.117651,685000,31926.37,0.3938,good,approve
LP002922,0.117625,343000,30314.91,0.33,fair,approve
LP003513,0.117557,660000,13942.0,0.3501,fair,approve
LP000402,0.117365,2013000,16209.22,0.4403,fair,approve
LP000698,0.117081,2001000,32961.06,0.4245,fair,approve
LP001596,0.117067,600000,27617.77,0.3201,good,approve
LP000547,0.117047,132000,4321.51,0.2462,poor,approve
LP003294,0.11702,14009000,112804.26,0.5,good,approve
LP004052,0.117008,2814000,27710.57,0.3071,poor,approve
LP000579,0.116841,601000,19675.97,0.271,poor,approve
LP004926,0.116784,354000,11589.51,0.167,fair,approve
LP001339,0.11663,2628000,22806.39,0.3467,poor,approve
LP000287,0.116606,776000,36167.68,0.3674,good,approve
LP001966,0.116547,3590000,27603.99,0.5335,fair,approve
LP002088,0.116467,56000,4949.37,0.2392,poor,approve
LP004263,0.11634,4402000,35446.1,0.4267,excellent,approve
LP001033,0.116162,146000,6804.74,0.1921,poor,approve
LP001524,0.116024,5750000,46300.56,0.5293,fair,approve
LP002568,0.115876,452000,7445.48,0.3802,fair,approve
LP000796,0.115799,292000,9387.78,0.2221,fair,approve
LP001823,0.115653,240000,11185.88,0.2985,good,approve
LP002903,0.115622,6372000,48995.17,0.5073,fair,approve
LP001228,0.115515,517000,31288.09,0.34,poor,approve
LP001396,0.115454,210000,18560.15,0.1445,poor,approve
LP003184,0.115436,4652000,40371.14,0.3568,fair,approve
LP003013,0.115269,180000,30969.82,0.4036,good,approve
LP001999,0.11526,3170000,25525.7,0.4496,fair,approve
LP000601,0.115249,2655000,23040.71,0.3126,poor,approve
LP002202,0.115197,417000,19435.47,0.2955,fair,approve
LP002934,0.115152,1500000,11533.7,0.5252,excellent,approve
LP004411,0.11506,479000,15681.85,0.2949,poor,approve
LP000074,0.114985,8305000,72072.72,0.3457,fair,approve
LP002340,0.114829,2956000,23802.51,0.3024,poor,approve
LP000556,0.114827,2296000,19925.22,0.327,poor,approve
LP002593,0.114826,4664000,40475.28,0.3123,fair,approve
LP003486,0.114705,337000,11032.95,0.2235,poor,approve
LP003941,0.114235,113000,19442.16,0.4706,fair,approve
LP002681,0.114231,6362000,51228.55,0.3564,fair,approve
LP000145,0.114218,353000,11556.77,0.2604,poor,approve
LP004135,0.114179,5749000,46292.51,0.4477,fair,approve
LP002718,0.114166,139000,12285.05,0.2763,poor,approve
LP002616,0.114139,1647000,14293.05,0.2718,poor,approve
LP000195,0.114051,187000,6122.14,0.2601,fair,approve
LP002154,0.113786,279000,24658.48,0.3157,poor,approve
LP004852,0.113693,146000,25119.96,0.356,poor,approve
LP004593,0.113533,301000,7598.05,0.2779,fair,approve
LP002022,0.113493,5364000,41244.52,0.538,excellent,approve
LP001220,0.113339,928000,19603.3,0.4352,good,approve
LP004801,0.11322,4870000,42262.99,0.3767,fair,approve
LP003581,0.112883,341000,15893.27,0.2613,fair,approve
LP002127,0.11285,307000,18579.19,0.1227,fair,approve
LP004469,0.11285,190000,11498.52,0.2381,poor,approve
LP003626,0.112747,436000,14274.08,0.23,poor,approve
LP001007,0.112734,1474000,24280.16,0.4709,good,approve
LP002318,0.11264,147000,8896.23,0.1275,poor,approve
LP004549,0.112373,117000,10340.65,0.1637,poor,approve
LP002503,0.112346,3802000,30614.73,0.363,fair,approve
LP000247,0.112214,416000,25175.71,0.2982,poor,approve
LP004809,0.11218,3555000,27334.87,0.3382,poor,approve
LP001964,0.112126,817000,38078.6,0.377,good,approve
LP002297,0.112122,2857000,24793.71,0.3127,poor,approve
LP003553,0.111922,84000,14452.58,0.5479,good,approve
LP000787,0.111915,5683000,43697.35,0.5394,good,approve
LP000394,0.111884,226000,13677.19,0.3944,excellent,approve
LP002000,0.111485,857000,18103.48,0.3706,excellent,approve
LP001420,0.111481,2500000,41180.74,0.3126,fair,approve
LP001890,0.11144,438000,14339.56,0.2587,fair,approve
LP003823,0.110976,381000,33673.41,0.3493,good,approve
LP001071,0.110748,2500000,41180.74,0.2889,excellent,approve
LP001923,0.110554,15000000,130173.49,0.5335,good,approve
LP004234,0.110323,1000000,46607.84,0.3857,fair,approve
LP003160,0.110173,663000,10921.13,0.2484,excellent,approve
LP000571,0.110159,379000,12407.97,0.1905,poor,approve
LP002573,0.109614,1000000,32738.72,0.2342,fair,approve
LP001179,0.10954,220000,19443.96,0.3899,fair,approve
LP002991,0.109503,15000000,115337.02,0.3363,good,approve
LP002917,0.1095,292000,17671.41,0.3658,fair,approve
LP002030,0.109495,192000,11619.56,0.1854,poor,approve
LP002621,0.10944,5744000,46252.24,0.3691,fair,approve
LP002328,0.109439,605000,28197.74,0.3069,fair,approve
LP003481,0.109413,203000,6645.96,0.1621,poor,approve
LP002605,0.109394,988000,16274.63,0.4896,excellent,approve
LP000526,0.109372,4891000,37607.56,0.5279,good,approve
LP002284,0.109305,29000,2563.07,0.1296,fair,approve
LP000389,0.109231,256000,8381.11,0.2866,poor,approve
LP000795,0.109116,249000,8005.34,0.2123,good,approve
LP003893,0.109078,245000,14827.04,0.4348,poor,approve
LP002460,0.109073,9843000,75684.15,0.4998,excellent,approve
LP004434,0.10898,610000,28430.78,0.4366,good,approve
LP004080,0.108893,812000,26583.84,0.2721,excellent,approve
LP001678,0.108884,334000,10934.73,0.1474,good,approve
LP000466,0.108747,7911000,68653.5,0.4484,excellent,approve
LP001151,0.108731,2812000,22642.99,0.4088,fair,approve
LP003435,0.108682,315000,7951.45,0.2676,fair,approve
LP000640,0.108493,185000,11195.93,0.1433,poor,approve
LP000406,0.108297,251000,11698.57,0.3775,fair,approve
LP002434,0.108029,10817000,134115.32,0.659,good,approve
LP004398,0.108007,476000,28806.83,0.2282,fair,approve
LP004830,0.107871,2247000,19499.99,0.2946,poor,approve
LP000910,0.107721,182000,11014.37,0.1677,poor,approve
LP004241,0.107619,41000,7054.24,0.4149,fair,approve
LP001474,0.107563,2091000,34443.57,0.4684,excellent,approve
LP000658,0.107554,15000000,115337.02,0.511,good,approve
LP004317,0.107547,547000,33103.64,0.4041,excellent,approve
LP004386,0.107511,25000,2209.54,0.1151,poor,approve
LP002845,0.10742,835000,27336.83,0.2585,good,approve
LP000570,0.107413,84000,14452.58,0.3475,good,approve
LP000603,0.107055,1987000,19566.78,0.3717,poor,approve
LP001713,0.10693,902000,14858.01,0.351,good,approve
LP001317,0.106759,927000,30348.79,0.214,good,approve
LP000752,0.106701,3161000,27431.89,0.3865,poor,approve
LP000585,0.106474,86000,5204.59,0.1771,fair,approve
LP004165,0.10645,91000,4241.31,0.1007,fair,approve
LP003163,0.106435,2229000,36716.75,0.4148,excellent,approve
LP001609,0.106346,2736000,22031.01,0.4147,poor,approve
LP000856,0.106292,424000,25659.86,0.3278,poor,approve
LP004063,0.106266,449000,14699.68,0.2387,fair,approve
LP002740,0.106217,593000,19064.92,0.3892,excellent,approve
LP003439,0.106065,687000,22087.01,0.2901,excellent,approve
LP004331,0.105975,3285000,32348.69,0.3139,poor,approve
LP001141,0.105877,1500000,14771.09,0.3375,good,approve
LP000972,0.105792,12940000,104196.38,0.4358,excellent,approve
LP003552,0.10576,237000,7619.54,0.2046,excellent,approve
LP003724,0.105711,2768000,24021.35,0.3143,fair,approve
LP003983,0.105625,186000,16438.99,0.3035,fair,approve
LP003545,0.105594,491000,22884.45,0.4038,fair,approve
LP002468,0.105552,9005000,72510.7,0.5758,excellent,approve
LP003974,0.105324,2984000,24027.98,0.3387,poor,approve
LP004344,0.105309,1037000,33339.49,0.3208,good,approve
LP004199,0.10506,1766000,29090.08,0.4157,excellent,approve
LP002070,0.105004,212000,6940.61,0.2409,poor,approve
LP003982,0.104988,494000,29896.16,0.4017,good,approve
LP004015,0.104939,10682000,82135.34,0.4938,fair,approve
LP002023,0.104921,2879000,23182.49,0.4415,fair,approve
LP003398,0.10492,4227000,32501.97,0.4807,excellent,approve
LP004278,0.104916,4523000,36420.42,0.4842,fair,approve
LP002858,0.104807,196000,11861.63,0.252,poor,approve
LP001374,0.104729,188000,11377.49,0.2867,fair,approve
LP003811,0.10466,2187000,21536.25,0.4287,fair,approve
LP000124,0.104384,848000,27762.43,0.2563,fair,approve
LP000633,0.104207,544000,17809.86,0.3104,fair,approve
LP004298,0.103859,1744000,14043.16,0.2577,fair,approve
LP002113,0.103792,6825000,54956.75,0.4215,fair,approve
LP004281,0.103682,414000,19295.65,0.2496,fair,approve
LP003774,0.10362,1945000,16879.16,0.4758,fair,approve
LP003997,0.103601,63000,5568.04,0.1117,poor,approve
LP001405,0.103547,2500000,41180.74,0.1521,fair,approve
LP002768,0.103524,1045000,33596.69,0.2703,fair,approve
LP000338,0.103456,77000,4659.93,0.2919,good,approve
LP001017,0.103384,2128000,35053.05,0.4611,excellent,approve
LP003773,0.103278,240000,11185.88,0.2211,fair,approve
LP002898,0.103263,459000,15027.07,0.2451,fair,approve
LP001646,0.103227,266000,8708.5,0.3051,fair,approve
LP001733,0.103115,186000,8669.06,0.4092,good,approve
LP002722,0.103094,344000,11262.12,0.3089,poor,approve
LP000812,0.10306,207000,9528.13,0.301,fair,approve
LP001664,0.103038,72000,6363.48,0.1126,poor,approve
LP004975,0.103034,6710000,54030.74,0.4304,fair,approve
LP000206,0.102886,268000,8773.98,0.2883,fair,approve
LP001332,0.10286,3544000,43940.53,0.412,fair,approve
LP004581,0.102814,593000,19414.06,0.2992,fair,approve
LP002939,0.102523,4452000,38635.49,0.3889,fair,approve
LP002910,0.10229,248000,8119.2,0.2987,good,approve
LP003030,0.102263,7983000,64281.28,0.4244,excellent,approve
LP004432,0.102243,5996000,52034.68,0.5801,excellent,approve
LP002078,0.102103,242000,11279.1,0.4253,fair,approve
LP002502,0.102095,80000,4841.48,0.2071,poor,approve
LP004704,0.102067,232000,14040.3,0.3348,good,approve
LP001943,0.102061,937000,19793.42,0.3504,excellent,approve
LP000691,0.102035,3628000,35726.35,0.3036,poor,approve
LP003561,0.101708,305000,14039.04,0.2805,good,approve
LP002817,0.10143,275000,24304.96,0.3438,good,approve
LP002544,0.10139,391000,23662.75,0.41,fair,approve
LP001603,0.101265,1572000,25894.45,0.4774,excellent,approve
LP001336,0.10125,1151000,18959.61,0.3625,good,approve
LP004358,0.101237,373000,11991.93,0.2162,good,approve
LP000276,0.101122,674000,22065.9,0.2387,fair,approve
LP003386,0.101039,8582000,65988.16,0.5354,excellent,approve
LP001780,0.101007,452000,14797.9,0.2413,good,approve
LP001053,0.101003,15000000,120784.06,0.3867,excellent,approve
LP001552,0.100896,373000,22573.42,0.3698,poor,approve
LP002216,0.100882,902000,42040.27,0.3813,good,approve
LP000782,0.100875,82000,4962.52,0.1382,poor,approve
LP003601,0.100755,1500000,12078.41,0.4628,good,approve
LP004202,0.10074,8210000,63127.8,0.4132,fair,approve
LP002969,0.100704,2670000,23170.88,0.2813,poor,approve
LP003048,0.100617,2402000,20845.11,0.3974,poor,approve
LP004024,0.100556,2322000,20150.86,0.2954,poor,approve
LP001808,0.100404,6287000,54560.05,0.443,fair,approve
LP003136,0.100211,15000000,120784.06,0.4917,good,approve
LP003947,0.10011,2500000,41180.74,0.2794,excellent,approve
LP004178,0.100041,3027000,24374.22,0.2879,fair,approve
LP003809,0.100021,662000,21673.03,0.2943,fair,approve
LP002323,0.09997,3907000,33905.85,0.2938,poor,approve
LP003693,0.099918,688000,22524.24,0.2553,fair,approve
LP002620,0.099878,676000,21733.36,0.4055,excellent,approve
LP000062,0.099861,291000,25719.06,0.3321,good,approve
LP000541,0.099819,12517000,100790.27,0.4845,fair,approve
LP001450,0.099806,145000,12815.34,0.2887,fair,approve
LP002152,0.099802,1500000,14771.09,0.5813,good,approve
LP000151,0.099721,283000,25012.01,0.448,fair,approve
LP004478,0.099693,419000,19286.41,0.3151,excellent,approve
LP001174,0.09957,11086000,96206.88,0.5748,good,approve
LP003698,0.099562,258000,8446.59,0.3024,good,approve
LP004870,0.099421,390000,17951.55,0.3434,excellent,approve
LP000345,0.099415,335000,10770.23,0.295,fair,approve
LP003690,0.099346,284000,13236.63,0.2694,good,approve
LP002002,0.09934,277000,24481.72,0.4327,fair,approve
LP001891,0.09928,7237000,55646.27,0.5203,excellent,approve
LP001031,0.099247,280000,16945.19,0.3635,fair,approve
LP000599,0.099218,3950000,30372.08,0.5414,fair,approve
LP001834,0.099155,1500000,14771.09,0.5664,good,approve
LP002890,0.099015,146000,12903.72,0.198,poor,approve
LP004971,0.098996,336000,8481.54,0.4346,excellent,approve
LP002383,0.098872,343000,15986.49,0.3284,good,approve
LP004637,0.09871,5283000,40621.7,0.4699,fair,approve
LP001216,0.098673,53000,9118.89,0.3348,fair,approve
LP002919,0.098519,342000,15939.88,0.3331,fair,approve
LP002536,0.098487,354000,11589.51,0.3063,fair,approve
LP001087,0.098432,4352000,53958.57,0.4979,excellent,approve
LP004780,0.098421,5461000,41990.37,0.4931,fair,approve
LP000249,0.098397,8334000,67107.63,0.4611,fair,approve
LP000765,0.098306,144000,12726.96,0.3144,good,approve
LP003203,0.098063,207000,9647.82,0.2021,fair,approve
LP001882,0.09804,273000,24128.19,0.367,fair,approve
LP003945,0.098004,543000,17777.12,0.2497,fair,approve
LP001245,0.097995,780000,19689.3,0.2055,excellent,approve
LP000673,0.097963,594000,12547.8,0.2857,good,approve
LP002551,0.097932,147000,6851.35,0.3194,excellent,approve
LP003220,0.097841,3273000,28403.85,0.2818,poor,approve
LP003804,0.097838,8916000,71794.05,0.5774,fair,approve
LP001848,0.097711,372000,12178.8,0.301,poor,approve
LP004803,0.097455,422000,19668.51,0.2587,fair,approve
LP001951,0.097376,1895000,16445.25,0.2824,poor,approve
LP003471,0.097259,261000,12164.65,0.3298,fair,approve
LP001006,0.097119,2760000,23951.92,0.3223,fair,approve
LP003485,0.096952,1500000,14771.09,0.3493,poor,approve
LP000123,0.096909,442000,14470.51,0.3134,excellent,approve
LP001230,0.096891,177000,8249.59,0.3681,poor,approve
LP002592,0.096886,9547000,82851.08,0.5447,fair,approve
LP001597,0.096884,67000,4054.74,0.0871,poor,approve
LP002177,0.096717,225000,7366.21,0.1786,fair,approve
LP000169,0.096628,1100000,18119.53,0.4549,good,approve
LP001841,0.096589,297000,17974.01,0.4343,excellent,approve
LP003341,0.096582,440000,14405.04,0.2992,poor,approve
LP003824,0.096551,2754000,23899.85,0.344,poor,approve
LP001915,0.096452,755000,35188.92,0.3321,good,approve
LP000939,0.096386,1527000,15036.97,0.2988,fair,approve
LP001048,0.096381,158000,7364.04,0.3,poor,approve
LP002015,0.09632,2887000,25054.06,0.3293,fair,approve
LP002406,0.096084,15000000,130173.49,0.4258,excellent,approve
LP002008,0.096043,111000,6717.56,0.2177,fair,approve
LP003794,0.096018,502000,16434.84,0.208,poor,approve
LP002706,0.095986,2850000,28065.08,0.3611,poor,approve
LP002194,0.095952,5332000,40998.47,0.5439,good,approve
LP001080,0.095792,1000000,46607.84,0.349,good,approve
LP002292,0.095697,770000,35888.04,0.3645,good,approve
LP000857,0.095518,159000,14052.68,0.1486,poor,approve
LP003192,0.095395,10733000,93143.47,0.3689,good,approve
LP003033,0.095393,666000,31040.82,0.3326,excellent,approve
LP000363,0.095296,50000,3025.93,0.1016,poor,approve
LP003670,0.095131,15000000,115337.02,0.3888,good,approve
LP002048,0.09513,561000,26147.0,0.3814,good,approve
LP004646,0.095128,256000,8230.38,0.249,good,approve
LP000077,0.095099,502000,30380.31,0.4116,excellent,approve
LP000020,0.095068,376000,12309.76,0.2964,good,approve
LP004672,0.095012,687000,22491.5,0.2382,excellent,approve
LP003748,0.094907,54000,9290.95,0.2555,fair,approve
LP001584,0.094838,184000,8575.84,0.3065,good,approve
LP001098,0.094743,349000,16064.34,0.2947,excellent,approve
LP001051,0.094716,240000,11185.88,0.2519,poor,approve
LP003351,0.094617,10342000,79521.03,0.501,fair,approve
LP003069,0.094596,329000,10577.33,0.3194,good,approve
LP004713,0.094571,397000,12763.53,0.2087,good,approve
LP002250,0.094396,3963000,30472.04,0.3718,excellent,approve
LP002803,0.09436,7327000,63585.41,0.2922,fair,approve
LP000162,0.094326,369000,17198.29,0.4151,fair,approve
LP002305,0.094295,325000,15147.55,0.236,fair,approve
LP000768,0.09427,3822000,33168.2,0.6236,excellent,approve
LP004874,0.094243,686000,22458.76,0.2881,good,approve
LP003268,0.094226,1768000,14236.41,0.4955,good,approve
LP004898,0.094179,9420000,81748.95,0.5076,fair,approve
LP002116,0.094115,448000,20880.31,0.276,fair,approve
LP004477,0.094097,196000,17322.81,0.3531,excellent,approve
LP004543,0.093874,580000,18988.46,0.2975,fair,approve
LP002302,0.093823,4683000,36008.22,0.4797,fair,approve
LP002119,0.093723,281000,9199.58,0.2875,poor,approve
LP002380,0.093698,10951000,84203.72,0.5454,good,approve
LP000291,0.093518,609000,19937.88,0.1955,fair,approve
LP004212,0.093433,147000,12992.1,0.4139,good,approve
LP004439,0.093399,59000,5214.52,0.1414,poor,approve
LP003342,0.093388,3163000,25469.33,0.412,fair,approve
LP000648,0.093337,15000000,120784.06,0.2812,excellent,approve
LP001243,0.093238,56000,2610.04,0.1762,good,approve
LP001330,0.093162,382000,33761.79,0.2216,fair,approve
LP003480,0.093133,219000,7040.84,0.2025,good,approve
LP002977,0.09288,1555000,13494.65,0.5194,fair,approve
LP003687,0.09287,7667000,75499.98,0.3817,good,approve
LP000034,0.092841,9495000,82399.82,0.3213,fair,approve
LP000674,0.092787,2604000,25642.62,0.3645,poor,approve
LP002004,0.092773,4363000,37863.13,0.2726,fair,approve
LP004409,0.092747,134000,6245.45,0.2,poor,approve
LP004194,0.092619,87000,14968.75,0.2151,fair,approve
LP004072,0.092443,526000,17220.57,0.297,fair,approve
LP002049,0.09225,15000000,120784.06,0.244,good,approve
LP004701,0.092212,121000,7322.74,0.2208,poor,approve
LP002738,0.092195,166000,10046.08,0.2782,good,approve
LP003446,0.09217,3443000,29879.15,0.3376,fair,approve
LP004092,0.092107,102000,9014.93,0.2656,fair,approve
LP002435,0.092067,1886000,15186.58,0.2772,poor,approve
LP002295,0.091976,125000,4092.34,0.2789,good,approve
LP004908,0.091963,2047000,20157.62,0.318,poor,approve
LP000653,0.09188,2548000,20517.19,0.5114,fair,approve
LP001047,0.091863,445000,20740.49,0.3801,good,approve
LP004067,0.091808,184000,11135.41,0.3677,poor,approve
LP001180,0.091581,3205000,25807.53,0.3206,poor,approve
LP003400,0.091447,301000,9854.35,0.2484,fair,approve
LP003474,0.091264,318000,19244.9,0.2438,poor,approve
LP002538,0.091094,385000,12604.41,0.263,fair,approve
LP001588,0.090962,355000,11622.24,0.2884,good,approve
LP000167,0.090802,1404000,23127.1,0.4931,excellent,approve
LP001176,0.090663,219000,7040.84,0.21,good,approve
LP000647,0.090651,191000,8902.1,0.1406,fair,approve
LP003699,0.090588,367000,22210.31,0.505,excellent,approve
LP001341,0.09057,3156000,24266.91,0.5022,good,approve
LP000391,0.090521,406000,13291.92,0.312,good,approve
LP004372,0.090517,864000,28286.25,0.2873,excellent,approve
LP001543,0.090443,2333000,20246.32,0.2805,poor,approve
LP001268,0.090415,164000,9925.04,0.3991,fair,approve
LP000384,0.090406,361000,11818.68,0.2548,poor,approve
LP002968,0.090348,166000,10046.08,0.3247,fair,approve
LP002017,0.090331,2500000,41180.74,0.2815,good,approve
LP002458,0.090309,306000,14262.0,0.2622,fair,approve
LP003224,0.090118,1000000,32738.72,0.2299,excellent,approve
LP004515,0.090006,3821000,30767.73,0.4405,excellent,approve
LP004275,0.089965,4935000,37945.88,0.5015,excellent,approve
LP003845,0.089871,111000,9810.36,0.1577,poor,approve
LP002158,0.08982,9527000,82677.52,0.5188,excellent,approve
LP004781,0.089705,3580000,31068.07,0.3613,fair,approve
LP002797,0.089704,2262000,19630.16,0.3357,poor,approve
LP000334,0.089673,909000,14973.32,0.2601,good,approve
LP003494,0.089615,357000,11687.72,0.2669,fair,approve
LP003578,0.089566,5168000,41614.14,0.3798,fair,approve
LP004954,0.089561,2420000,19486.5,0.2916,poor,approve
LP000054,0.089542,9251000,80282.33,0.3746,fair,approve
LP000675,0.089447,114000,6899.11,0.2174,fair,approve
LP004348,0.08941,396000,12964.53,0.3045,good,approve
LP002513,0.089032,9909000,79789.95,0.5441,excellent,approve
LP001531,0.089001,154000,5041.76,0.2426,excellent,approve
LP000863,0.088989,715000,33324.6,0.2581,good,approve
LP004753,0.088978,3951000,30379.77,0.5251,good,approve
LP001464,0.088973,240000,14524.45,0.1898,fair,approve
LP003540,0.088953,536000,32437.94,0.3109,fair,approve
LP003470,0.088799,267000,16158.45,0.2529,fair,approve
LP003152,0.088772,2956000,23802.51,0.2802,poor,approve
LP001146,0.088718,235000,14221.86,0.2193,fair,approve
LP001842,0.088393,3751000,30204.07,0.4955,fair,approve
LP002818,0.08835,74000,12732.04,0.2865,fair,approve
LP001616,0.088169,135000,8170.0,0.2542,good,approve
LP004628,0.08814,383000,23178.6,0.2591,fair,approve
LP001736,0.088137,1641000,14240.98,0.3313,poor,approve
LP002106,0.088131,125000,5825.98,0.2345,fair,approve
LP003240,0.087873,1175000,24820.99,0.3954,excellent,approve
LP000950,0.087543,142000,6618.31,0.1197,poor,approve
LP003668,0.087383,9307000,74942.48,0.524,fair,approve
LP003271,0.08737,4701000,36146.62,0.5349,excellent,approve
LP003716,0.087225,7818000,60113.66,0.4845,good,approve
LP004366,0.087202,356000,16592.39,0.2709,fair,approve
LP003412,0.087201,3312000,28742.31,0.4194,fair,approve
LP003528,0.087193,8766000,67402.96,0.3848,excellent,approve
LP003345,0.087109,411000,10374.75,0.2424,excellent,approve
LP001255,0.087096,5212000,40075.77,0.5192,fair,approve
LP001883,0.087087,186000,11256.45,0.2652,fair,approve
LP001258,0.087034,6621000,53314.09,0.4166,fair,approve
LP001961,0.087018,2482000,40884.24,0.4168,excellent,approve
LP000128,0.086966,248000,8119.2,0.2812,poor,approve
LP000096,0.086911,112000,19270.11,0.3634,excellent,approve
LP002027,0.086777,2681000,26400.87,0.3087,poor,approve
LP003283,0.086683,1819000,15785.7,0.3623,poor,approve
LP002619,0.086629,504000,23490.35,0.3255,fair,approve
LP002528,0.086558,2666000,23136.17,0.5921,fair,approve
LP000161,0.08648,220000,13314.08,0.2229,fair,approve
LP004040,0.086453,615000,20134.31,0.2979,fair,approve
LP000829,0.086432,2296000,22609.62,0.4951,fair,approve
LP002595,0.086267,126000,11136.09,0.2244,poor,approve
LP001461,0.08626,4130000,35841.1,0.5218,excellent,approve
LP003075,0.085937,109000,9633.6,0.1431,poor,approve
LP004661,0.085936,181000,31141.87,0.2352,fair,approve
LP003303,0.085935,168000,7830.12,0.2044,poor,approve
LP000754,0.085915,116000,10252.27,0.234,good,approve
LP000347,0.085899,83000,7335.68,0.1186,poor,approve
LP002581,0.085894,2617000,25770.63,0.3106,fair,approve
LP003020,0.085859,58000,9979.16,0.2409,fair,approve
LP004912,0.085835,10545000,81081.93,0.5225,excellent,approve
LP004698,0.085814,7208000,55423.28,0.5497,good,approve
LP003276,0.085806,3112000,30645.1,0.3308,poor,approve
LP002956,0.08575,777000,25437.98,0.2579,good,approve
LP004274,0.085693,2894000,22252.36,0.5154,fair,approve
LP001722,0.085685,3522000,30564.73,0.2742,fair,approve
LP003405,0.085671,247000,11512.14,0.3794,fair,approve
LP000992,0.085445,327000,19789.56,0.5032,excellent,approve
LP001906,0.085315,3517000,28319.84,0.306,fair,approve
LP002173,0.085081,15000000,130173.49,0.3493,good,approve
LP003938,0.084911,220000,13314.08,0.2025,fair,approve
LP001343,0.084892,316000,19123.86,0.3312,fair,approve
LP002465,0.084886,128000,11312.85,0.2557,fair,approve
LP003521,0.084782,389000,18130.45,0.3044,good,approve
LP000173,0.084748,997000,16422.88,0.3584,good,approve
LP000613,0.084688,2242000,19456.6,0.323,poor,approve
LP002886,0.084483,356000,11654.98,0.213,good,approve
LP001278,0.084439,2590000,22476.62,0.3212,fair,approve
LP000641,0.084387,188000,11377.49,0.3304,good,approve
LP004121,0.084367,1174000,19338.48,0.3358,fair,approve
LP001723,0.084366,8287000,63719.86,0.4985,fair,approve
LP000244,0.084321,178000,15731.94,0.3042,fair,approve
LP001563,0.084268,7415000,59707.59,0.2709,excellent,approve
LP004788,0.084261,511000,16729.48,0.3137,fair,approve
LP001391,0.08425,328000,19850.08,0.2748,fair,approve
LP003080,0.084246,537000,17580.69,0.2806,excellent,approve
LP003515,0.084135,1500000,12078.41,0.4054,excellent,approve
LP000044,0.083991,544000,17809.86,0.2448,fair,approve
LP000766,0.083625,98000,8661.4,0.1983,poor,approve
LP004983,0.083599,5619000,43205.25,0.5482,good,approve
LP001631,0.083478,4778000,38473.75,0.4625,fair,approve
LP000447,0.083474,2167000,17449.27,0.3857,fair,approve
LP002209,0.083419,1500000,12078.41,0.5053,excellent,approve
LP002648,0.083391,185000,16350.61,0.3354,good,approve
LP004152,0.083385,332000,20092.16,0.2501,poor,approve
LP004176,0.083261,375000,17477.94,0.3287,fair,approve
LP000901,0.083255,951000,31134.52,0.2413,excellent,approve
LP000199,0.083244,641000,13540.64,0.2599,excellent,approve
LP001333,0.083229,6506000,56460.58,0.4715,good,approve
LP002361,0.08322,119000,10517.42,0.1202,good,approve
LP003452,0.083196,2637000,25967.58,0.3078,excellent,approve
LP000700,0.083081,271000,8872.19,0.2451,fair,approve
LP002139,0.083059,143000,24603.8,0.6803,excellent,approve
LP000593,0.082967,476000,22185.33,0.3739,excellent,approve
LP001717,0.082957,7646000,61567.66,0.5398,good,approve
LP001568,0.082943,5551000,48172.87,0.5241,fair,approve
LP000872,0.082818,311000,10181.74,0.2877,good,approve
LP004173,0.082776,163000,9864.52,0.1189,fair,approve
LP000147,0.082678,356000,11654.98,0.3052,fair,approve
LP002335,0.082568,4883000,42375.81,0.4087,good,approve
LP004763,0.082452,3216000,24728.26,0.508,fair,approve
LP000004,0.082446,146000,8835.71,0.2249,poor,approve
LP004302,0.082306,6934000,68281.84,0.4187,excellent,approve
LP000192,0.082267,215000,10020.69,0.2225,fair,approve
LP000243,0.082231,12887000,103769.61,0.469,excellent,approve
LP002253,0.082176,160000,14141.07,0.4722,excellent,approve
LP002051,0.082051,132000,4321.51,0.2761,good,approve
LP001493,0.082044,2139000,17223.81,0.4773,fair,approve
LP003422,0.081999,5608000,43120.67,0.5488,good,approve
LP001689,0.081998,2683000,23283.7,0.2656,fair,approve
LP003859,0.081923,3540000,28505.04,0.5156,excellent,approve
LP004585,0.081905,3375000,29289.03,0.4434,fair,approve
LP003771,0.081901,518000,24142.86,0.4198,good,approve
LP002012,0.08188,447000,14634.21,0.3052,poor,approve
LP002413,0.081872,302000,14075.57,0.3611,excellent,approve
LP002293,0.081769,2942000,22621.43,0.4918,fair,approve
LP003466,0.081697,330000,8330.09,0.2024,excellent,approve
LP001512,0.081691,135000,8170.0,0.135,poor,approve
LP004889,0.081535,5075000,39022.36,0.4812,fair,approve
LP002924,0.081502,520000,24236.08,0.3072,good,approve
LP004551,0.081475,9184000,70617.01,0.5058,good,approve
LP000722,0.081209,238000,7791.81,0.2375,poor,approve
LP001363,0.081172,168000,10167.12,0.3158,fair,approve
LP002913,0.081132,99000,8749.78,0.188,fair,approve
LP001107,0.081075,15000000,147710.93,0.3516,good,approve
LP004013,0.080906,4889000,37592.18,0.4569,fair,approve
LP003672,0.080831,4446000,34185.89,0.496,fair,approve
LP002957,0.080776,179000,8342.8,0.1996,good,approve
LP001813,0.08065,1842000,18138.9,0.4011,fair,approve
LP003630,0.0806,271000,16400.52,0.25,fair,approve
LP003676,0.080414,533000,24841.98,0.3738,good,approve
LP003087,0.0804,5192000,41807.39,0.5409,excellent,approve
LP002783,0.080262,104000,6293.93,0.1847,fair,approve
